citation_key,key,doi,arxiv,openalex,title,year,authors,venue,families,origin,level_reached,threat_final,threat_L1,threat_L2,access,theorem_location,claims,verdict,cite_in_paper,bib_class,evidence_file,adjudication_note
,10.17848/9781417505937.ch4,10.17848/9781417505937.ch4,,https://openalex.org/W3040890560,Common Value Auctions and the Winner's Curse,2003,John H. Kagel,,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.5860/choice.32-2184,10.5860/choice.32-2184,,https://openalex.org/W576792939,Complex numbers and geometry,1994,,Choice Reviews Online,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1090/s0002-9947-05-03742-6,10.1090/s0002-9947-05-03742-6,,https://openalex.org/W2059597507,Complex symmetric operators and applications,2005,Stephan Ramon Garcia; Mihai Putinar,Transactions of the American Mathematical Society,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.23919/jsee.2023.000080,10.23919/jsee.2023.000080,,https://openalex.org/W4384518057,Complex systems and network science: a survey,2023,Kewei Yang; Jichao Li; Maidi Liu; Tianyang Lei; Xueming Xu; Hongqian Wu,Journal of Systems Engineering and Electronics,O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/j.physrep.2023.12.002,10.1016/j.physrep.2023.12.002,,https://openalex.org/W4390102235,Complex systems approach to natural language,2023,Tomasz Stanisz; Stanisław Drożdż; Jarosław Kwapień,Physics Reports,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1613/jair.1.11674,10.1613/jair.1.11674,,https://openalex.org/W3017374003,Compositionality Decomposed: How do Neural Networks Generalise?,2020,Dieuwke Hupkes; Verna Dankers; Mathijs Mul; Elia Bruni,Journal of Artificial Intelligence Research,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.48550/arxiv.1908.08351,10.48550/arxiv.1908.08351,,https://openalex.org/W3022131108,Compositionality decomposed: how do neural networks generalise?,2019,Dieuwke Hupkes; Verna Dankers; Mathijs Mul; Elia Bruni,arXiv (Cornell University),O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/access.2019.2945545,10.1109/access.2019.2945545,,https://openalex.org/W2979040987,Comprehensive Review of Artificial Neural Network Applications to Pattern Recognition,2019,Oludare Isaac Abiodun; Muhammad Ubale Kiru; Aman Jantan; Abiodun Esther Omolara; Kemi Victoria Dada; Abubakar Malah Umar,IEEE Access,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.48550/arxiv.2107.11442,10.48550/arxiv.2107.11442,,https://openalex.org/W4287068746,Compressing Neural Networks: Towards Determining the Optimal Layer-wise\n Decomposition,2021,Lucas Liebenwein; Alaa Maalouf; O. Gal; Dan Feldman; Daniela Rus,arXiv (Cornell University),O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1145/3487045,10.1145/3487045,,https://openalex.org/W3048823912,Compression of Deep Learning Models for Text: A Survey,2022,Manish Gupta; Puneet Agrawal,ACM Transactions on Knowledge Discovery from Data,O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/c2009-0-12846-5,10.1016/c2009-0-12846-5,,https://openalex.org/W604393447,Computational Statistical Mechanics,1991,William G. Hoover; William Graham Hoover,Studies in modern thermodynamics,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/revmodphys.95.035001,10.1103/revmodphys.95.035001,,https://openalex.org/W4384935381,Computational advantage of quantum random sampling,2023,Dominik Hangleiter; Jens Eisert,Reviews of Modern Physics,O3,snowball,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,computationalhapticsthesandpapersystemforsynthesizingtextureforaforcefeedbackdisplay,,,https://openalex.org/W1492906224,Computational haptics: the sandpaper system for synthesizing texture for a force-feedback display,1995,Margaret Minsky; Nicholas Negroponte; Susan J. Lederman,DSpace@MIT (Massachusetts Institute of Technology),O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/s1570-8659(03)10003-8,10.1016/s1570-8659(03)10003-8,,https://openalex.org/W1459519259,Computational quantum chemistry: A primer,2003,Éric Cancès; Mireille Defranceschi; Werner Kutzelnigg; Claude Le Bris; Yvon Maday,Handbook of numerical analysis,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/0378-4754(85)90023-0,10.1016/0378-4754(85)90023-0,,https://openalex.org/W2074068518,Computer methods for the range of functions,1985,,Mathematics and Computers in Simulation,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1088/1126-6708/2004/05/079,10.1088/1126-6708/2004/05/079,,https://openalex.org/W2102624509,Computing Yukawa Couplings from Magnetized Extra Dimensions,2004,D Cremades; L.E Ibanez; F Marchesano,Journal of High Energy Physics,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1093/imanum/22.3.329,10.1093/imanum/22.3.329,,https://openalex.org/W2091560152,Computing the nearest correlation matrix--a problem from finance,2002,Nicholas J. Higham,IMA Journal of Numerical Analysis,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.1016/s0024-3795(99)00134-2,10.1016/s0024-3795(99)00134-2,,https://openalex.org/W2054260755,Computing the singular value decomposition with high relative accuracy,1999,James Demmel; Ming Gu; Stanley C. Eisenstat; Ivan Slapničar; Krešimir Veselić; Zlatko Drmač,Linear Algebra and its Applications,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1023/a:1007612920971,10.1023/a:1007612920971,,https://openalex.org/W1790954942,Concept Decompositions for Large Sparse Text Data Using Clustering,2001,Inderjit S. Dhillon; Dharmendra S. Modha,Machine Learning,O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.1109/tsp.2023.3282705,10.1109/tsp.2023.3282705,,https://openalex.org/W4379931887,Constant-Modulus Waveform Design With Polarization-Adaptive Power Allocation in Polarimetric Radar,2023,Linlong Wu; Xu Cheng; Huiping Huang; Domenico Ciuonzo; Bhavani Shankar; Björn Ottersten,IEEE Transactions on Signal Processing,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/physreva.80.022334,10.1103/physreva.80.022334,,https://openalex.org/W2068500008,Constrained optimization of sequentially generated entangled multiqubit states,2009,Hamed Saberi; Andreas Weichselbaum; Lucas Lamata; David Pérez-Garcı́a; Jan von Delft; E. Solano,Physical Review A,O6,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,constraintonthematterantimattersymmetryviolatingphaseinneutrinooscillations,,,https://openalex.org/W3009229510,Constraint on the matter–antimatter symmetry-violating phase in neutrino oscillations,2020,K. Abe; R. Akutsu; A. Ali; C. Alt; C. Andreopoulos; L.H.V. Anthony,Lancaster EPrints (Lancaster University),O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1038/s41586-020-2177-0,10.1038/s41586-020-2177-0,,https://openalex.org/W2987881101,Constraint on the matter–antimatter symmetry-violating phase in neutrino oscillations,2020,K. Abe; R. Akutsu; A. Ali; C. Alt; C. Andreopoulos; L. Anthony,Nature,O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1088/1126-6708/2001/08/055,10.1088/1126-6708/2001/08/055,,https://openalex.org/W2057871426,Constraints on the minimal supergravity model and prospects for SUSY particle production at future linear e+e− colliders,2001,A. Djouadi; Jean-Loı̈c Kneur; Manuel Drees,Journal of High Energy Physics,O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1088/1126-6708/2002/09/011,10.1088/1126-6708/2002/09/011,,https://openalex.org/W2047109056,Constructing the large mixing angle MNS matrix in see-saw models with right-handed neutrino dominance,2002,Stephen F King,Journal of High Energy Physics,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,continuousvariablequantumneuralnetworks,,,https://openalex.org/W3104962094,Continuous-variable quantum neural networks,2018,Nathan Killoran; Thomas R. Bromley; Juan Miguel Arrazola; Maria Schuld; Nicolás Quesada; Seth Lloyd,DSpace@MIT (Massachusetts Institute of Technology),O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/physrevresearch.1.033063,10.1103/physrevresearch.1.033063,,https://openalex.org/W2808979145,Continuous-variable quantum neural networks,2019,Nathan Killoran; Thomas R. Bromley; Juan Miguel Arrazola; Maria Schuld; Nicolás Quesada; Seth Lloyd,Physical Review Research,O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tie.2016.2532842,10.1109/tie.2016.2532842,,https://openalex.org/W2333242453,Contribution-Based Energy-Trading Mechanism in Microgrids for Future Smart Grid: A Game Theoretic Approach,2016,Sangdon Park; Joohyung Lee; Sohee Bae; Ganguk Hwang; Jun Kyun Choi,IEEE Transactions on Industrial Electronics,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/j.pnmrs.2024.02.002,10.1016/j.pnmrs.2024.02.002,,https://openalex.org/W4391555986,Controlling NMR spin systems for quantum computation,2024,Jonathan A. Jones,Progress in Nuclear Magnetic Resonance Spectroscopy,O6,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/s10208-010-9072-2,10.1007/s10208-010-9072-2,,https://openalex.org/W2049222546,Convergence Rates of Best N-term Galerkin Approximations for a Class of Elliptic sPDEs,2010,Albert Cohen; Ronald DeVore; Christoph Schwab,Foundations of Computational Mathematics,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/comst.2020.2970550,10.1109/comst.2020.2970550,,https://openalex.org/W2962814013,Convergence of Edge Computing and Deep Learning: A Comprehensive Survey,2020,Xiaofei Wang; Yiwen Han; Victor C. M. Leung; Dusit Niyato; Xueqiang Yan; Xu Chen,IEEE Communications Surveys & Tutorials,O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.48550/arxiv.1004.0095,10.48550/arxiv.1004.0095,,https://openalex.org/W2963858059,Convergence of a greedy algorithm for high-dimensional convex nonlinear\n problems,2010,Éric Cancès; Virginie Ehrlacher; Tony Lelièvre,arXiv (Cornell University),O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tsp.2005.859241,10.1109/tsp.2005.859241,,https://openalex.org/W2045859906,Convex primal decomposition for multicarrier linear MIMO transceivers,2005,Daniel P. Palomar,IEEE Transactions on Signal Processing,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/icassp.2019.8682318,10.1109/icassp.2019.8682318,,https://openalex.org/W2937855996,Convexity-edge-preserving Signal Recovery with Linearly Involved Generalized Minimax Concave Penalty Function,2019,Jiro Abe; Masao Yamagishi; Isao Yamada,,O4,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1017/jfm.2021.812,10.1017/jfm.2021.812,,https://openalex.org/W3206302539,Convolutional-network models to predict wall-bounded turbulence from wall quantities,2021,Luca Guastoni; Alejandro Güemes; Andrea Ianiro; Stefano Discetti; Philipp Schlatter; Hossein Azizpour,Journal of Fluid Mechanics,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/s00023-021-01087-4,10.1007/s00023-021-01087-4,,https://openalex.org/W2955324501,Correlation Length in Random MPS and PEPS,2021,Cécilia Lancien; David Pérez-Garcı́a,Annales Henri Poincaré,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/s0370-1573(03)00120-0,10.1016/s0370-1573(03)00120-0,,https://openalex.org/W1980458704,Cosmological constant—the weight of the vacuum,2003,T Padmanabhan,Physics Reports,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1088/1367-2630/aa65bc,10.1088/1367-2630/aa65bc,,https://openalex.org/W2570016612,Critical phenomena and Kibble–Zurek scaling in the long-range quantum Ising chain,2017,Daniel Jaschke; Kenji Maeda; J. D. Whalen; Michael L. Wall; Lincoln D. Carr,New Journal of Physics,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/0024-3795(93)00070-g,10.1016/0024-3795(93)00070-g,,https://openalex.org/W2019209419,Critical points of matrix least squares distance functions,1995,Uwe Helmke; Mark A. Shayman,Linear Algebra and its Applications,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/bf03323019,10.1007/bf03323019,,https://openalex.org/W2054672863,Curvatures and Tolerances in the Euclidean Motion Group,2005,Hans-Peter Schröcker; Johannes Wallner,Results in Mathematics,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,curvesandsingularities,,,https://openalex.org/W3174974282,Curves and Singularities,1984,J. W. Bruce; Peter Giblin,,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/b978-0-12-460510-7.50022-7,10.1016/b978-0-12-460510-7.50022-7,,https://openalex.org/W95422893,Curves and Surfaces in Geometrical Optics,1992,Rida T. Farouki; Jean–Claude A. Chastang,Elsevier eBooks,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1038/s41598-024-75964-3,10.1038/s41598-024-75964-3,,https://openalex.org/W4403691923,CystNet: An AI driven model for PCOS detection using multilevel thresholding of ultrasound images,2024,Poonam Moral; Debjani Mustafi; Abhijit Mustafi; Sudip Kumar Sahana,Scientific Reports,O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tsp.2013.2293126,10.1109/tsp.2013.2293126,,https://openalex.org/W1974661392,Decomposition by Partial Linearization: Parallel Optimization of Multi-Agent Systems,2014,Gesualdo Scutari; Francisco Facchinei; Peiran Song; Daniel P. Palomar; Jong‐Shi Pang,IEEE Transactions on Signal Processing,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.18452/16704,10.18452/16704,,https://openalex.org/W2611709461,Decomposition in multistage stochastic programming and a constraint integer programming approach to mixed-integer nonlinear programming,2013,Stefan Vigerske,edoc Publication server (Humboldt University of Berlin),O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/physrevresearch.2.023068,10.1103/physrevresearch.2.023068,,https://openalex.org/W2944878488,Dedalus: A flexible framework for numerical simulations with spectral methods,2020,Keaton J. Burns; Geoffrey M. Vasil; Jeffrey S. Oishi; Daniel Lecoanet; Benjamin P. Brown,Physical Review Research,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.52339/tjet.v42i2.853,10.52339/tjet.v42i2.853,,https://openalex.org/W4383068555,"Deep Learning Model Compression Techniques: Advances, Opportunities, and Perspective",2023,Hubert Msuya; Baraka Maiseli,Tanzania Journal of Engineering and Technology,O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.3390/s19194188,10.3390/s19194188,,https://openalex.org/W2976081675,Deep Learning on Point Clouds and Its Application: A Survey,2019,Weiping Liu; Jia Sun; Wanyi Li; Ting Hu; Peng Wang,Sensors,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.36227/techrxiv.14672643,10.36227/techrxiv.14672643,,https://openalex.org/W4234230440,Deep Reinforcement Learning for Radio Resource Allocation and Management in Next Generation Heterogeneous Wireless Networks: A Survey,2021,Abdulmalik Alwarafy; Mohamed Abdallah; Bekir Sait Çiftler; Ala Al‐Fuqaha; Mounir Hamdi,,O2,harvest,L1,0,0,,,,,[abs] unrelated to H1-H4,no,,,
,10.1007/s10462-023-10466-8,10.1007/s10462-023-10466-8,,https://openalex.org/W4366091323,"Deep learning modelling techniques: current progress, applications, advantages, and challenges",2023,Shams Forruque Ahmed; Md. Sakib Bin Alam; Maruf Hassan; Mahtabin Rodela Rozbu; Taoseef Ishtiak; Nazifa Rafa,Artificial Intelligence Review,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tmi.2013.2265603,10.1109/tmi.2013.2265603,,https://openalex.org/W2115167851,Deformable Medical Image Registration: A Survey,2013,Aristeidis Sotiras; Christos Davatzikos; Nikos Paragios,IEEE Transactions on Medical Imaging,O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tsg.2014.2303096,10.1109/tsg.2014.2303096,,https://openalex.org/W2020695226,Demand-Side Bidding Strategy for Residential Energy Management in a Smart Grid Environment,2014,Christopher O. Adika; Lingfeng Wang,IEEE Transactions on Smart Grid,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.48550/arxiv.2301.13339,10.48550/arxiv.2301.13339,,https://openalex.org/W4318903119,Denoising Convolution Algorithms and Applications to SAR Signal Processing,2023,Alina Chertock; Chris Leonard; Semyon Tsynkov; Sergey Utyuzhnikov,arXiv (Cornell University),O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.3934/cac.2023008,10.3934/cac.2023008,,https://openalex.org/W4365802576,Denoising convolution algorithms and applications to SAR signal processing,2023,Alina Chertock; Chris Leonard; Semyon Tsynkov; Sergey Utyuzhnikov,Communications on Analysis and Computation,O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tsp.2010.2043138,10.1109/tsp.2010.2043138,,https://openalex.org/W2146914418,Design of Cognitive Radio Systems Under Temperature-Interference Constraints: A Variational Inequality Approach,2010,Jong‐Shi Pang; Gesualdo Scutari; Daniel P. Palomar; Francisco Facchinei,IEEE Transactions on Signal Processing,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1146/annurev-fluid-031821-104935,10.1146/annurev-fluid-031821-104935,,https://openalex.org/W3109984751,Designing Complex Fluids,2021,Randy H. Ewoldt; Chaimongkol Saengow,Annual Review of Fluid Mechanics,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1371/journal.pbio.1000157,10.1371/journal.pbio.1000157,,https://openalex.org/W2101400241,Development of Large-Scale Functional Brain Networks in Children,2009,Kaustubh Supekar; Mark A. Musen; Vinod Menon,PLoS Biology,O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/j.xcrp.2021.100359,10.1016/j.xcrp.2021.100359,,https://openalex.org/W3135881192,Development of robust neural-network interatomic potential for molten salt,2021,Qing‐Jie Li; Emine Küçükbenli; Stephen Lam; Boris Khaykovich; Efthimios Kaxiras; Ju Li,Cell Reports Physical Science,O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1063/1.531667,10.1063/1.531667,,https://openalex.org/W2036707841,"Diagrammatic method of integration over the unitary group, with applications to quantum transport in mesoscopic systems",1996,Piet W. Brouwer; C. W. J. Beenakker,Journal of Mathematical Physics,O6,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1137/070696325,10.1137/070696325,,https://openalex.org/W1987236926,"Diffusion Maps, Reduction Coordinates, and Low Dimensional Representation of Stochastic Systems",2008,Ronald R. Coifman; Ioannis G. Kevrekidis; Stéphane Lafon; Mauro Maggioni; Boaz Nadler,Multiscale Modeling and Simulation,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1002/j.1538-7305.1985.tb00269.x,10.1002/j.1538-7305.1985.tb00269.x,,https://openalex.org/W2051742223,Digital Transmission Over Cross-Coupled Linear Channels,1985,J. Salz,AT&T Technical Journal,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1146/annurev-fluid-010518-040401,10.1146/annurev-fluid-010518-040401,,https://openalex.org/W2892166862,Direct Numerical Simulation of Turbulent Flows Laden with Droplets or Bubbles,2018,S. Elghobashi,Annual Review of Fluid Mechanics,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
